frame_idx,track_id,gaze_detected,inout,x_gaze,y_gaze,offscreen_direction,offscreen_yaw,offscreen_pitch
0,1,True,0.9866576790809631,446,256,,,
0,2,True,0.9939813415209452,924,227,,,
1,1,True,0.9865317791700363,446,256,,,
1,2,True,0.99392469227314,923,227,,,
2,1,True,0.9860161423683167,445,257,,,
2,2,True,0.9938967823982239,923,227,,,
3,1,True,0.9853345036506653,445,256,,,
3,2,True,0.9935445427894593,923,227,,,
4,1,True,0.9848839402198791,444,255,,,
4,2,True,0.9931432247161865,922,227,,,
5,1,True,0.9848914742469788,444,255,,,
5,2,True,0.9926621437072753,923,227,,,
6,1,True,0.9851919770240783,443,253,,,
6,2,True,0.9922797203063964,923,227,,,
7,1,True,0.985660982131958,440,254,,,
7,2,True,0.9917161345481873,923,227,,,
8,1,True,0.9861086845397949,438,253,,,
8,2,True,0.9915558576583863,923,227,,,
9,1,True,0.9861860036849975,438,253,,,
9,2,True,0.9916165590286254,923,227,,,
10,1,True,0.9859354376792908,437,253,,,
10,2,True,0.9916309118270874,923,227,,,
11,1,True,0.9851737499237061,436,254,,,
11,2,True,0.9916648745536805,923,227,,,
12,1,True,0.9849403619766235,436,254,,,
12,2,True,0.9918845057487488,923,227,,,
13,1,True,0.9847649335861206,437,254,,,
13,2,True,0.9920237302780152,923,227,,,
14,1,True,0.9846444725990295,437,255,,,
14,2,True,0.9920829892158508,923,227,,,
15,1,True,0.9848160743713379,439,255,,,
15,2,True,0.9919739961624146,923,227,,,
16,1,True,0.9851004123687744,441,255,,,
16,2,True,0.9917665243148803,923,227,,,
17,1,True,0.9847925305366516,441,255,,,
17,2,True,0.9915980458259582,923,227,,,
18,1,True,0.9844130754470826,444,255,,,
18,2,True,0.9914157271385193,923,227,,,
19,1,True,0.9842835903167725,444,255,,,
19,2,True,0.9911523818969726,923,227,,,
20,1,True,0.9842263579368591,444,255,,,
20,2,True,0.9910372138023377,923,227,,,
21,1,True,0.9841082930564881,444,255,,,
21,2,True,0.9911059141159058,923,227,,,
22,1,True,0.9847922325134277,444,254,,,
22,2,True,0.9910465240478515,924,228,,,
23,1,True,0.9850806355476379,442,254,,,
23,2,True,0.9912071228027344,924,228,,,
24,1,True,0.9848685979843139,440,254,,,
24,2,True,0.991522741317749,924,228,,,
25,1,True,0.9835258841514587,437,254,,,
25,2,True,0.9919013142585754,924,228,,,
26,1,True,0.9823180794715881,435,254,,,
26,2,True,0.9921852111816406,924,228,,,
27,1,True,0.9813306212425232,436,255,,,
27,2,True,0.9924595713615417,924,228,,,
28,1,True,0.9802926301956176,436,255,,,
28,2,True,0.9921396255493165,924,228,,,
29,1,True,0.9785698890686035,436,255,,,
29,2,True,0.991799795627594,925,227,,,
30,1,True,0.9765632033348084,435,255,,,
30,2,True,0.9913502097129822,925,227,,,
31,1,True,0.9749031066894531,434,255,,,
31,2,True,0.9908867359161377,925,227,,,
32,1,True,0.9724203467369079,432,254,,,
32,2,True,0.9902124762535095,925,227,,,
33,1,True,0.9708536863327026,431,254,,,
33,2,True,0.9900317668914795,926,227,,,
34,1,True,0.9707375645637513,431,254,,,
34,2,True,0.989618968963623,927,227,,,
35,1,True,0.9721217036247254,430,254,,,
35,2,True,0.9890607357025146,927,227,,,
36,1,True,0.9733283162117005,429,254,,,
36,2,True,0.9883987188339234,927,227,,,
37,1,True,0.9752261400222778,430,253,,,
37,2,True,0.9876929998397828,927,227,,,
38,1,True,0.9769423604011536,432,253,,,
38,2,True,0.9868257284164429,927,227,,,
39,1,True,0.9787851214408875,434,254,,,
39,2,True,0.9855879545211792,927,227,,,
40,1,True,0.9802164554595947,434,254,,,
40,2,True,0.9842976093292236,926,227,,,
41,1,True,0.9812365889549255,433,253,,,
41,2,True,0.9829140067100525,926,227,,,
42,1,True,0.981792438030243,433,253,,,
42,2,True,0.9816064834594727,926,226,,,
43,1,True,0.9819780349731445,432,252,,,
43,2,True,0.980395245552063,925,225,,,
44,1,True,0.9817825078964233,431,253,,,
44,2,True,0.9796568989753723,924,225,,,
45,1,True,0.9814724326133728,432,253,,,
45,2,True,0.979108989238739,924,225,,,
46,1,True,0.9813132166862488,432,253,,,
46,2,True,0.9789402484893799,924,225,,,
47,1,True,0.9810775995254517,432,253,,,
47,2,True,0.9789435029029846,924,225,,,
48,1,True,0.9809349060058594,430,253,,,
48,2,True,0.9788709163665772,924,225,,,
49,1,True,0.9805047869682312,429,253,,,
49,2,True,0.9784057378768921,924,224,,,
50,1,True,0.9801495790481567,430,252,,,
50,2,True,0.9786898255348205,924,224,,,
51,1,True,0.9795677542686463,429,253,,,
51,2,True,0.979197096824646,923,223,,,
52,1,True,0.979278814792633,430,253,,,
52,2,True,0.9797354102134704,923,223,,,
53,1,True,0.9786150932312012,428,252,,,
53,2,True,0.979942786693573,923,223,,,
54,1,True,0.9785743117332458,430,252,,,
54,2,True,0.9809459447860718,923,223,,,
55,1,True,0.978854525089264,430,252,,,
55,2,True,0.9823393940925598,923,223,,,
56,1,True,0.979220736026764,431,252,,,
56,2,True,0.9833069682121277,923,223,,,
57,1,True,0.9794950723648072,432,253,,,
57,2,True,0.9843785047531128,923,223,,,
58,1,True,0.9805376410484314,432,252,,,
58,2,True,0.9858280420303345,923,223,,,
59,1,True,0.9813875913619995,433,252,,,
59,2,True,0.9868180155754089,923,223,,,
60,1,True,0.9818138480186462,435,253,,,
60,2,True,0.9866838455200195,921,224,,,
61,1,True,0.9823067784309387,434,252,,,
61,2,True,0.9864795565605163,923,222,,,
62,1,True,0.98257417678833,434,252,,,
62,2,True,0.9862563848495484,923,222,,,
63,1,True,0.9824445843696594,434,252,,,
63,2,True,0.9865954756736756,923,223,,,
64,1,True,0.9819169282913208,434,252,,,
64,2,True,0.9873048067092896,924,224,,,
65,1,True,0.9818032026290894,431,252,,,
65,2,True,0.9871741890907287,925,226,,,
66,1,True,0.9815021872520446,429,251,,,
66,2,True,0.9867427349090576,924,227,,,
67,1,True,0.9812760710716247,428,250,,,
67,2,True,0.9861356973648071,925,227,,,
68,1,True,0.9813861966133117,427,250,,,
68,2,True,0.9849505305290223,925,228,,,
69,1,True,0.9814427614212036,427,250,,,
69,2,True,0.9823220849037171,925,228,,,
70,1,True,0.9809365630149841,425,249,,,
70,2,True,0.9809365153312684,925,228,,,
71,1,True,0.9805376529693604,424,247,,,
71,2,True,0.9805604457855225,924,227,,,
72,1,True,0.9796472072601319,424,246,,,
72,2,True,0.9806270480155945,924,227,,,
73,1,True,0.9782966256141663,424,246,,,
