frame_idx,track_id,face_detected,face_conf,face_x1,face_y1,face_x2,face_y2,raw_gaze_detected,raw_inout,raw_x_gaze,raw_y_gaze,gaze_detected,inout,x_gaze,y_gaze,offscreen_direction,offscreen_yaw,offscreen_pitch
122,2,True,0.9958567023277283,920,262,973,344,True,0.9426453113555908,424,285,True,0.9527987480163574,424,284,,,
123,1,True,0.9984444975852966,396,262,450,349,True,0.9771010279655457,614,451,True,0.9802144050598145,611,451,,,
123,2,True,0.9961523413658142,921,262,974,344,True,0.9391370415687561,425,285,True,0.9490110278129578,424,285,,,
124,1,True,0.9983962178230286,397,263,451,350,True,0.9801313281059265,611,452,True,0.9813066124916077,610,451,,,
124,2,True,0.9958680868148804,922,262,975,343,True,0.9484700560569763,425,285,True,0.9463495731353759,425,285,,,
125,1,True,0.9980334639549255,398,263,452,350,True,0.9799357652664185,609,452,True,0.9794020533561707,609,452,,,
125,2,True,0.9959732890129089,924,262,977,342,True,0.9520852565765381,427,286,True,0.9478758573532104,425,285,,,
126,1,True,0.9978542923927307,399,264,452,350,True,0.9810263514518738,603,452,True,0.9789884328842163,607,452,,,
126,2,True,0.9960440397262573,925,263,979,342,True,0.9494102001190186,428,285,True,0.9500016570091248,428,285,,,
127,1,True,0.9975762963294983,398,264,452,349,True,0.9788157939910889,605,452,True,0.9781599521636963,608,452,,,
127,2,True,0.9958576560020447,925,264,981,342,True,0.9502767324447632,773,457,True,0.9502617955207825,768,457,,,
128,1,True,0.9975523352622986,399,264,453,349,True,0.9750329256057739,610,452,True,0.9778566598892212,607,451,,,
128,2,True,0.9955486059188843,927,264,982,342,True,0.9497660398483276,780,457,True,0.9507872462272644,776,457,,,
129,1,True,0.997697651386261,399,264,454,348,True,0.9759889245033264,610,452,True,0.9776504516601563,610,452,,,
129,2,True,0.9955111742019653,927,264,983,342,True,0.9497707486152649,779,458,True,0.9529747366905212,777,457,,,
130,1,True,0.9977535605430603,400,264,454,348,True,0.978419303894043,611,452,True,0.9779976963996887,610,452,,,
130,2,True,0.9953343272209167,927,263,983,343,True,0.9547125101089478,776,457,True,0.9551849961280823,778,455,,,
131,1,True,0.9977001547813416,400,264,454,348,True,0.9799953103065491,611,452,True,0.9793034076690674,609,451,,,
131,2,True,0.9956104159355164,928,263,983,343,True,0.9603476524353027,777,454,True,0.9578268766403198,779,455,,,
132,1,True,0.9976423382759094,400,264,454,348,True,0.9805520176887512,610,451,True,0.9806158781051636,610,450,,,
132,2,True,0.9957178235054016,928,263,983,343,True,0.9613280296325684,777,454,True,0.9609046101570129,777,455,,,
133,1,True,0.9976117610931396,400,264,454,348,True,0.9815614819526672,609,450,True,0.9820295929908752,609,449,,,
133,2,True,0.9960480332374573,928,263,985,343,True,0.9629754424095154,767,455,True,0.9644971370697022,777,454,,,
134,1,True,0.9974772334098816,399,264,453,348,True,0.9825512766838074,610,444,True,0.9824668765068054,608,445,,,
134,2,True,0.9959771037101746,927,263,983,344,True,0.9651594161987305,767,454,True,0.9683332681655884,778,454,,,
135,1,True,0.9972057938575745,399,264,453,348,True,0.9854878783226013,609,441,True,0.9831774115562439,606,442,,,
135,2,True,0.9963167905807495,927,264,983,344,True,0.9726751446723938,773,455,True,0.9722650170326232,779,455,,,
136,1,True,0.9970629811286926,400,263,452,349,True,0.9821817278862,605,436,True,0.9840080142021179,607,438,,,
136,2,True,0.9963452219963074,927,264,983,344,True,0.9795283079147339,787,456,True,0.9758782744407654,781,455,,,
137,1,True,0.9971428513526917,400,262,452,349,True,0.9841046929359436,604,435,True,0.9848167657852173,604,433,,,
137,2,True,0.996138870716095,926,264,983,344,True,0.9809867739677429,783,456,True,0.9790639281272888,783,456,,,
138,1,True,0.9971641898155212,400,262,452,349,True,0.9857144951820374,598,428,True,0.9848273038864136,605,431,,,
138,2,True,0.9962007403373718,926,264,983,344,True,0.9810417294502258,781,456,True,0.9807279706001282,783,456,,,
139,1,True,0.9972487092018127,400,262,452,349,True,0.9865950345993042,603,427,True,0.985488697886467,604,429,,,
139,2,True,0.9962460398674011,925,264,982,344,True,0.9810876846313477,782,455,True,0.9810278862714767,783,456,,,
140,1,True,0.997180700302124,400,262,452,349,True,0.9855405688285828,610,425,True,0.9859500328699747,604,427,,,
140,2,True,0.9963899254798889,925,265,982,344,True,0.9809953570365906,781,455,True,0.9810415903727213,781,455,,,
