frame_idx,track_id,gaze_detected,inout,x_gaze,y_gaze,offscreen_direction,offscreen_yaw,offscreen_pitch
70,1,True,1.0958293387375306e-05,871,138,up right,22.42064208984375,44.75523986816406
71,1,True,1.0877562817768194e-05,871,138,up right,23.999591064453124,45.91091613769531
72,1,True,1.007723494694801e-05,870,138,up right,23.761773681640626,48.72120971679688
73,1,True,9.42860533541534e-06,870,139,up right,24.066909790039062,50.584814453125
74,1,True,9.37984023039462e-06,870,140,up right,25.35991516113281,50.54275817871094
75,1,True,1.001185410132166e-05,870,141,up right,26.019757080078126,50.285186767578125
76,1,True,1.137260187533684e-05,867,142,up right,25.177203369140624,50.75228271484375
77,1,True,1.2399411571095697e-05,865,143,up right,25.613143920898438,49.95829772949219
78,1,True,1.4883097173878923e-05,862,142,up right,26.043490600585937,50.85875244140625
79,1,True,1.6721665997465606e-05,862,142,up right,25.989056396484376,50.101025390625
80,1,True,1.6323080672009382e-05,861,142,up right,26.43228759765625,48.800384521484375
81,1,True,1.482595307606971e-05,114,128,up right,28.385159301757813,47.75123901367188
82,1,True,1.2581441023939987e-05,113,132,up right,26.090499877929688,41.01675720214844
83,1,True,9.18995683605317e-06,860,155,up right,28.183914184570312,33.344451904296875
84,1,True,5.977690580039052e-06,847,164,up right,25.46512451171875,26.008984375
85,1,True,4.531902686721878e-06,846,169,up right,26.755963134765626,19.57213134765625
86,1,True,3.067127499889466e-06,844,172,up right,29.005984497070312,13.948675537109375
87,1,True,2.845422079644777e-06,841,176,up right,33.41484375,15.473779296875
88,1,True,2.201880295160663e-06,847,168,up right,33.493753051757814,17.327328491210938
89,1,True,1.6723335647839121e-06,113,189,up right,38.96420593261719,20.720184326171875
90,1,True,8.616095556135406e-07,112,173,up right,42.13257751464844,24.6233154296875
91,1,True,6.963538112358947e-07,114,168,up right,40.652346801757815,24.28167724609375
92,1,True,6.328629183371958e-07,116,166,up right,41.30286560058594,23.909072875976562
93,1,True,6.028937036717252e-07,116,155,up right,39.366754150390626,22.50802001953125
94,1,True,6.184039079926151e-07,116,154,up right,35.911260986328124,21.14250793457031
95,1,True,6.626762115047313e-07,116,155,up right,34.84920654296875,19.19873962402344
96,1,True,6.607506406908214e-07,117,161,up right,36.66908569335938,20.051507568359376
97,1,True,7.897465366113465e-07,116,161,up right,35.61589660644531,20.210128784179688
98,1,True,1.0775896726045175e-06,114,159,up right,38.385928344726565,21.051837158203124
99,1,True,1.398318875089899e-06,112,157,up right,41.20791320800781,22.23013916015625
100,1,True,1.5786556559760356e-06,110,156,up right,40.78677673339844,23.248388671875
101,1,True,1.9882915239577414e-06,107,150,up right,40.00630493164063,24.271102905273438
102,1,True,2.3352168000201345e-06,106,149,up right,40.59021911621094,25.735189819335936
103,1,True,2.5310347382401233e-06,104,147,up right,41.61013488769531,27.40872802734375
104,1,True,2.4676391376488025e-06,108,146,up right,41.2099365234375,27.768048095703126
105,1,True,2.4182359766200536e-06,860,157,up right,40.98899841308594,29.060357666015626
106,1,True,2.3252331857293028e-06,863,156,up right,40.09463806152344,29.492190551757812
107,1,True,2.1263276494210005e-06,864,156,up right,39.128564453125,29.936068725585937
108,1,True,1.908896069835464e-06,868,157,up right,36.61199951171875,29.225399780273438
109,1,True,1.956989876816806e-06,869,156,up right,36.81134033203125,29.841671752929688
110,1,True,1.8910387325377087e-06,873,157,up right,36.02829284667969,29.340560913085938
111,1,True,1.7090423398258281e-06,874,156,up right,36.37117919921875,28.0407958984375
112,1,True,1.4895617368893e-06,116,146,up right,37.50868225097656,26.718804931640626
113,1,True,1.2320826272116392e-06,118,148,up right,39.40993957519531,27.177474975585938
114,1,True,8.924895496420504e-07,119,158,up right,40.67216796875,27.21715393066406
115,1,True,7.721192218923534e-07,118,158,up right,41.673736572265625,25.7941650390625
116,1,True,6.261941052798647e-07,121,161,up right,39.55678100585938,25.473876953125
117,1,True,6.610896434722235e-07,874,155,up right,38.47335205078125,24.59910888671875
118,1,True,6.694259468531528e-07,119,162,up right,38.88649291992188,23.572219848632812
119,1,True,9.308170547228656e-07,876,157,up right,36.735650634765626,23.013861083984374
120,1,True,1.1130598977615592e-06,878,160,up right,36.73099975585937,24.623703002929688
121,1,True,1.263475121504598e-06,881,161,up right,38.27109985351562,24.744482421875
122,1,True,1.388955513448309e-06,880,162,up right,39.18150329589844,24.100030517578126
123,1,True,1.6856231468409533e-06,878,162,up right,36.44928894042969,24.478961181640624
124,1,True,1.7370990690324106e-06,871,161,up right,37.75075073242188,23.926785278320313
125,1,True,1.7715689864417072e-06,870,160,up right,36.591302490234376,23.604150390625
126,1,True,1.7175590528495376e-06,871,159,up right,37.05701904296875,22.927230834960938
127,1,True,1.596550760041282e-06,874,158,up right,36.07832336425781,23.832540893554686
128,1,True,1.332975273271586e-06,876,158,up right,37.324624633789064,24.94041748046875
129,1,True,1.0167554592044325e-06,879,160,up right,37.98519287109375,25.671392822265624
130,1,True,7.989131404428917e-07,882,159,up right,39.841827392578125,24.76973876953125
131,1,True,6.845158452506439e-07,885,160,up right,39.39732971191406,26.493426513671874
132,1,True,5.530451517188339e-07,888,162,up right,39.33476867675781,27.00511779785156
133,1,True,4.276907873190794e-07,890,162,up right,38.91864929199219,25.24805603027344
134,1,True,3.7273528619152785e-07,892,161,up right,38.15357971191406,26.0618408203125
135,1,True,3.167477302667976e-07,892,161,up right,38.63735656738281,25.811929321289064
136,1,True,2.7557815087675406e-07,895,163,up right,38.94869689941406,24.62566223144531
137,1,True,2.5714187472658524e-07,896,164,up right,39.174188232421876,24.382470703125
138,1,True,2.621772580368997e-07,898,164,up right,38.23548583984375,23.14679870605469
139,1,True,2.671776755391875e-07,900,165,up right,37.542625427246094,21.6051025390625
140,1,True,2.797236599387058e-07,900,165,up right,35.16028849283854,21.508260091145832
