frame_idx,track_id,face_detected,face_conf,face_x1,face_y1,face_x2,face_y2
0,1,True,0.9996724526087443,769,94,967,357
1,1,True,0.9996789395809174,769,94,967,356
2,1,True,0.9996877789497376,769,93,967,355
3,1,True,0.9997046232223511,769,93,967,354
4,1,True,0.9997278094291687,769,93,968,352
5,1,True,0.9997539043426513,770,92,969,351
6,1,True,0.9997780680656433,770,91,969,351
7,1,True,0.999794852733612,771,91,970,350
8,1,True,0.999798858165741,772,90,971,350
9,1,True,0.9997949481010437,773,89,972,350
10,1,True,0.9997876763343811,774,88,973,349
11,1,True,0.9997790694236756,775,87,974,348
12,1,True,0.9997723937034607,776,87,975,346
13,1,True,0.9997747063636779,778,86,975,345
14,1,True,0.9997781157493592,779,86,976,344
15,1,True,0.9997798562049866,780,86,977,342
16,1,True,0.9997735857963562,781,85,978,341
17,1,True,0.9997654557228088,781,84,978,339
18,1,True,0.9997530817985535,781,83,979,338
19,1,True,0.9997426867485046,782,83,979,337
20,1,True,0.9997350096702575,782,83,979,336
21,1,True,0.9997334361076355,782,83,979,336
22,1,True,0.9997291922569275,783,83,980,336
23,1,True,0.9997287154197693,783,83,980,336
24,1,True,0.9997298836708068,783,83,980,335
25,1,True,0.9997316479682923,782,82,980,335
26,1,True,0.9997318625450134,782,82,980,335
27,1,True,0.999741280078888,782,82,979,335
28,1,True,0.9997493386268616,782,83,979,337
29,1,True,0.9997482419013977,782,83,979,339
30,1,True,0.9997496485710144,783,83,978,340
31,1,True,0.9997578024864197,782,84,978,341
32,1,True,0.9997639060020447,782,84,978,342
33,1,True,0.9997677445411682,782,84,977,342
34,1,True,0.9997751116752625,782,84,977,341
35,1,True,0.9997770190238953,782,84,977,342
36,1,True,0.999772846698761,782,84,978,342
37,1,True,0.9997769474983216,781,86,977,343
38,1,True,0.999779736995697,780,88,977,344
39,1,True,0.9997866034507752,779,89,977,344
40,1,True,0.9997913479804993,779,90,977,345
41,1,True,0.9997941851615906,779,90,977,345
42,1,True,0.9997865557670593,779,89,977,345
43,1,True,0.9997812151908875,779,88,977,345
44,1,True,0.9997755408287048,779,87,977,345
45,1,True,0.9997736811637878,779,87,977,345
46,1,True,0.9997709155082702,778,87,976,346
47,1,True,0.9997684597969055,778,88,976,346
48,1,True,0.9997653365135193,778,88,975,347
49,1,True,0.9997593045234681,778,88,975,349
50,1,True,0.9997557044029236,778,88,975,349
51,1,True,0.9997585654258728,778,87,975,348
52,1,True,0.9997650980949402,778,87,976,346
53,1,True,0.9997711777687073,778,86,976,344
54,1,True,0.9997787117958069,779,86,976,342
55,1,True,0.9997751116752625,779,85,977,341
56,1,True,0.9997636437416076,779,84,978,341
57,1,True,0.9997357368469239,780,83,978,342
58,1,True,0.9997095704078675,781,82,979,343
59,1,True,0.99969881772995,782,83,979,343
60,1,True,0.9996962666511535,782,85,980,344
61,1,True,0.9997030854225158,783,86,980,344
62,1,True,0.9997170925140381,783,86,981,343
63,1,True,0.9997297883033752,784,86,981,342
64,1,True,0.9997278094291687,784,85,981,341
65,1,True,0.9997284054756165,785,84,981,341
66,1,True,0.9997243523597718,785,83,981,341
67,1,True,0.9997244954109192,785,83,981,341
68,1,True,0.9997259259223938,785,83,981,341
69,1,True,0.9997273325920105,785,83,981,341
70,1,True,0.9997254967689514,785,83,981,340
71,1,True,0.9997259259223938,784,82,981,339
72,1,True,0.9997267365455628,784,82,981,338
73,1,True,0.9997271418571472,784,83,981,337
74,1,True,0.999724519252777,783,83,981,337
75,1,True,0.9997256875038147,783,84,981,338
76,1,True,0.9997288823127747,782,84,981,338
77,1,True,0.9997332692146301,782,84,981,339
78,1,True,0.9997356772422791,782,84,981,340
79,1,True,0.9997397065162659,782,84,981,342
80,1,True,0.9997365355491639,782,84,980,343
81,1,True,0.9997289538383484,782,84,980,345
82,1,True,0.9997387528419495,782,85,980,346
83,1,True,0.9997455954551697,781,87,979,346
84,1,True,0.9997503876686096,781,88,979,346
85,1,True,0.9997470617294312,780,89,979,345
86,1,True,0.999744999408722,780,89,980,345
87,1,True,0.9997170686721801,780,88,981,345
88,1,True,0.9996880650520324,781,88,982,345
89,1,True,0.9996613264083862,783,87,983,345
90,1,True,0.9996389031410218,784,87,984,346
91,1,True,0.999615216255188,785,88,985,348
92,1,True,0.999601423740387,785,88,985,348
93,1,True,0.9995945453643799,785,88,985,349
94,1,True,0.9995887875556946,785,89,985,349
95,1,True,0.9995976686477661,784,88,985,348
96,1,True,0.9996082663536072,784,88,985,348
97,1,True,0.9996220350265503,783,87,985,348
98,1,True,0.9996375679969788,783,86,984,348
99,1,True,0.9996496677398682,782,85,984,348
100,1,True,0.9996591806411743,782,84,983,348
101,1,True,0.9996743083000184,781,84,983,347
102,1,True,0.9996862173080444,781,84,982,347
103,1,True,0.9996972203254699,781,84,982,347
104,1,True,0.9997088670730591,781,85,981,347
105,1,True,0.9997142553329468,781,86,982,347
106,1,True,0.999708616733551,782,86,982,348
107,1,True,0.9996863722801208,782,86,983,348
108,1,True,0.9996649503707886,783,85,984,348
109,1,True,0.9996451258659362,784,85,984,348
110,1,True,0.9996337532997132,785,86,985,347
111,1,True,0.9996282935142518,785,87,985,346
112,1,True,0.9996435880661011,786,88,986,345
113,1,True,0.9996590614318848,786,89,986,344
114,1,True,0.9996793866157532,787,89,987,344
115,1,True,0.9996885657310486,787,89,988,343
116,1,True,0.9996927142143249,787,88,989,344
117,1,True,0.9996837735176086,787,88,989,346
118,1,True,0.9996374607086181,786,88,989,348
119,1,True,0.99958336353302,785,89,988,350
120,1,True,0.9995547652244567,784,89,987,352
121,1,True,0.9995528340339661,783,90,985,352
122,1,True,0.9995638012886048,783,90,984,352
123,1,True,0.9996123671531677,783,89,983,350
124,1,True,0.9996604681015014,783,88,983,349
125,1,True,0.9996850848197937,783,87,983,348
126,1,True,0.9996813654899597,783,86,984,348
127,1,True,0.9996731638908386,784,87,985,348
128,1,True,0.9996624708175659,784,88,986,348
129,1,True,0.999658179283142,785,88,987,348
130,1,True,0.9996596097946167,785,89,988,348
131,1,True,0.999673354625702,786,89,989,348
132,1,True,0.9996872663497924,786,89,990,348
133,1,True,0.9996968388557435,787,89,991,349
134,1,True,0.9997008681297302,788,89,992,349
135,1,True,0.9997003674507141,788,89,992,350
136,1,True,0.9996947765350341,788,90,992,351
137,1,True,0.9996886134147644,788,90,993,352
138,1,True,0.9996888518333436,788,90,993,352
139,1,True,0.9996895641088486,788,90,993,352
140,1,True,0.9996945659319559,789,90,993,352
