frame_idx,cls,track_id,source,conf,x1,y1,x2,y2,pose_keypoints,label
11,person,1,pose,0.9540228605270386,515,46,1217,755,"[[850.8729858398438, 221.13133239746094, 0.9989345669746399], [913.876220703125, 194.139892578125, 0.9989823698997498], [827.4351806640625, 172.6892547607422, 0.9948984980583191], [980.5934448242188, 267.7606506347656, 0.9777064323425293], [774.7962036132812, 213.99557495117188, 0.571467399597168], [1085.7723388671875, 468.2756652832031, 0.9941397905349731], [640.5634765625, 465.9183349609375, 0.9958269000053406], [1149.8466796875, 758.3836059570312, 0.3567093312740326], [576.495361328125, 757.9039306640625, 0.37268924713134766], [1051.8990478515625, 723.0291748046875, 0.006629882846027613], [631.34716796875, 726.185791015625, 0.004349888768047094], [986.315673828125, 768.0, 0.0010573513573035598], [708.14208984375, 768.0, 0.0012508592335507274], [991.2525024414062, 716.7595825195312, 0.0009263163665309548], [709.0623779296875, 740.9161987304688, 0.0007482203654944897], [920.4644165039062, 768.0, 0.0007533396128565073], [778.2861938476562, 768.0, 0.0007040549535304308]]",person 1
12,person,1,pose,0.9540279150009155,515,46,1217,755,"[[852.43701171875, 220.00790405273438, 0.9989381432533264], [915.3223266601562, 193.5559539794922, 0.9990037083625793], [828.8045043945312, 171.84353637695312, 0.9950000047683716], [980.9950561523438, 268.5669250488281, 0.9784736037254333], [775.752685546875, 214.3249969482422, 0.5922722220420837], [1085.50146484375, 468.45306396484375, 0.9941372871398926], [640.4989013671875, 466.02923583984375, 0.9958460927009583], [1149.9056396484375, 758.642578125, 0.3551844358444214], [576.330078125, 757.8980712890625, 0.37695348262786865], [1050.87353515625, 722.0081176757812, 0.006620066240429878], [631.0144653320312, 726.4218139648438, 0.004360955208539963], [986.0191650390625, 768.0, 0.0010566299315541983], [707.9235229492188, 768.0, 0.0012551083927974105], [990.9822998046875, 716.5442504882812, 0.0009152099373750389], [709.4141235351562, 740.4833374023438, 0.0007378176087513566], [919.9797973632812, 768.0, 0.0007500512292608619], [778.714599609375, 768.0, 0.0007036856841295958]]",person 1
13,person,1,pose,0.9539857625961303,515,46,1217,755,"[[853.1599731445312, 219.29946899414062, 0.9989582300186157], [916.1554565429688, 193.01014709472656, 0.9989966750144958], [830.0628051757812, 171.21607971191406, 0.9951260685920715], [981.8424072265625, 268.0666198730469, 0.9770495891571045], [776.8880004882812, 213.39627075195312, 0.5899751782417297], [1085.5439453125, 468.9906921386719, 0.9941112399101257], [640.58056640625, 465.6818542480469, 0.99583899974823], [1150.1185302734375, 758.8331298828125, 0.36094406247138977], [576.5316772460938, 757.2818603515625, 0.3794558644294739], [1050.7254638671875, 722.130126953125, 0.006821689195930958], [631.8583374023438, 726.3392333984375, 0.004351832438260317], [985.8762817382812, 768.0, 0.001070750062353909], [707.780029296875, 768.0, 0.0012638740008696914], [991.5609741210938, 716.3636474609375, 0.0009226122056134045], [709.653076171875, 740.1699829101562, 0.0007412998820655048], [920.370849609375, 768.0, 0.0007542895618826151], [778.9189453125, 768.0, 0.0007036444148980081]]",person 1
14,person,1,pose,0.9539607882499694,515,46,1217,756,"[[854.75244140625, 218.8999481201172, 0.9989362359046936], [917.1489868164062, 192.46864318847656, 0.9990038275718689], [831.420166015625, 170.8297576904297, 0.9951543807983398], [982.3734130859375, 267.6103515625, 0.9771509170532227], [777.811767578125, 213.47567749023438, 0.6006017327308655], [1086.017333984375, 469.15142822265625, 0.9938474297523499], [640.7933959960938, 465.8824768066406, 0.9957908391952515], [1149.8546142578125, 758.7488403320312, 0.3477802276611328], [576.628662109375, 758.0570068359375, 0.3759141266345978], [1051.648681640625, 721.9273681640625, 0.006698851007968187], [633.237548828125, 726.053466796875, 0.004390574526041746], [986.4444580078125, 768.0, 0.0010422399500384927], [707.99267578125, 768.0, 0.0012367835734039545], [991.78076171875, 716.1820678710938, 0.000910002738237381], [710.2615966796875, 740.3109130859375, 0.0007357288268394768], [920.4989624023438, 768.0, 0.0007485321257263422], [779.1952514648438, 768.0, 0.0007032887078821659]]",person 1
15,person,1,pose,0.9539126038551331,515,46,1217,756,"[[856.40966796875, 218.00286865234375, 0.9989515542984009], [918.5892333984375, 191.96292114257812, 0.9989482760429382], [832.7474365234375, 170.28314208984375, 0.9952335953712463], [982.756591796875, 267.8498229980469, 0.9748570919036865], [778.50244140625, 213.7536163330078, 0.6151021122932434], [1085.947509765625, 468.8056640625, 0.9938110709190369], [640.7732543945312, 465.7512512207031, 0.9957842230796814], [1149.8109130859375, 758.5936889648438, 0.3471915125846863], [576.767822265625, 757.9876708984375, 0.373564749956131], [1051.49072265625, 721.3013916015625, 0.006768821272999048], [633.4320678710938, 725.6939086914062, 0.004394860472530127], [986.3844604492188, 768.0, 0.0010376251302659512], [707.925537109375, 768.0, 0.001235291943885386], [991.5496826171875, 716.1876831054688, 0.0009073689579963684], [710.3194580078125, 739.978759765625, 0.0007347710197791457], [919.8365478515625, 768.0, 0.0007402138435281813], [779.2789916992188, 768.0, 0.0006973326089791954]]",person 1
16,person,1,pose,0.9538816213607788,515,46,1217,756,"[[858.3092651367188, 215.66830444335938, 0.9989318251609802], [920.1644897460938, 191.13308715820312, 0.9989504218101501], [834.3040771484375, 168.76214599609375, 0.9951106905937195], [983.241455078125, 268.80938720703125, 0.976058840751648], [779.1570434570312, 213.53927612304688, 0.635118305683136], [1085.9417724609375, 469.0189208984375, 0.9938846230506897], [640.8858642578125, 465.8680725097656, 0.995736837387085], [1149.843505859375, 758.4071655273438, 0.350467711687088], [576.629150390625, 757.5455322265625, 0.3712153136730194], [1051.917236328125, 721.7534790039062, 0.006871690507978201], [633.2662353515625, 725.3475341796875, 0.004334493074566126], [986.29296875, 768.0, 0.0010295503307133913], [707.9204711914062, 768.0, 0.00123312056530267], [991.5975952148438, 715.8416748046875, 0.0009000426507554948], [710.7691040039062, 739.5283203125, 0.0007397907320410013], [919.4530029296875, 768.0, 0.0007211544434539974], [779.4093017578125, 768.0, 0.0006961102481000125]]",person 1
17,person,1,pose,0.953912103176117,515,46,1217,756,"[[859.3215942382812, 212.61248779296875, 0.9989297986030579], [921.3536987304688, 190.00552368164062, 0.998948872089386], [835.1348876953125, 166.7949676513672, 0.9948175549507141], [983.3558959960938, 269.4635925292969, 0.9773092865943909], [779.6177368164062, 212.54800415039062, 0.6386672854423523], [1086.337890625, 469.1484680175781, 0.994080126285553], [641.1040649414062, 466.1539001464844, 0.9956545829772949], [1150.0989990234375, 758.3992309570312, 0.35931986570358276], [576.5584106445312, 757.46826171875, 0.3713103234767914], [1051.8934326171875, 722.74755859375, 0.00695332046598196], [633.1644897460938, 725.4912719726562, 0.004265084397047758], [986.6049194335938, 768.0, 0.0010319605935364962], [708.38525390625, 768.0, 0.0012402168940752745], [991.5610961914062, 715.7134399414062, 0.00088186573702842], [711.0699462890625, 739.2046508789062, 0.000737310852855444], [918.6286010742188, 768.0, 0.0007039600750431418], [779.528564453125, 768.0, 0.0006964635686017573]]",person 1
18,person,1,pose,0.9538972854614258,515,46,1217,756,"[[860.1100463867188, 211.04837036132812, 0.998904824256897], [921.7940673828125, 188.4569091796875, 0.9989868998527527], [836.1004638671875, 165.18162536621094, 0.9945216178894043], [983.2424926757812, 269.279296875, 0.9791994690895081], [780.3796997070312, 212.27615356445312, 0.629664421081543], [1086.6810302734375, 469.2411193847656, 0.9940398931503296], [640.7709350585938, 465.8325500488281, 0.9956566095352173], [1149.9296875, 758.7439575195312, 0.34816622734069824], [576.5109252929688, 757.432861328125, 0.36978232860565186], [1050.637451171875, 721.72705078125, 0.006912778131663799], [633.8799438476562, 725.4710693359375, 0.00423322943970561], [987.142822265625, 768.0, 0.0010249902261421084], [708.3863525390625, 768.0, 0.0012396317906677723], [991.8648071289062, 715.3187866210938, 0.00086640112567693], [711.2911987304688, 738.6686401367188, 0.0007265919703058898], [918.867919921875, 768.0, 0.0006943044136278331], [779.8229370117188, 768.0, 0.0006968578672967851]]",person 1
19,person,1,pose,0.9538594126701355,515,46,1217,756,"[[860.373779296875, 210.50999450683594, 0.9989111423492432], [921.8504028320312, 187.339111328125, 0.9990329742431641], [836.333740234375, 164.47476196289062, 0.9945419430732727], [983.3778076171875, 268.5086364746094, 0.9804701209068298], [780.8968505859375, 212.3839569091797, 0.6282893419265747], [1087.6402587890625, 469.3135070800781, 0.9941741824150085], [640.9269409179688, 466.1668395996094, 0.9956580400466919], [1150.638916015625, 758.6325073242188, 0.36167165637016296], [576.93212890625, 757.733642578125, 0.3815045654773712], [1054.6552734375, 723.8056640625, 0.006853760220110416], [634.1513671875, 727.6334228515625, 0.004255588632076979], [988.1025390625, 768.0, 0.001024064957164228], [709.0527954101562, 768.0, 0.0012238345807418227], [992.7954711914062, 716.17041015625, 0.0008696142467670143], [711.614990234375, 739.8853759765625, 0.0007271050126291811], [919.5947875976562, 768.0, 0.0006925941561348736], [780.188720703125, 768.0, 0.0006930658710189164]]",person 1
20,person,1,pose,0.9538453578948974,515,46,1217,756,"[[860.55029296875, 210.42042541503906, 0.9989472031593323], [922.1514892578125, 187.09280395507812, 0.9990156888961792], [836.486328125, 164.4081268310547, 0.9946845173835754], [984.1439819335938, 267.9369201660156, 0.9787255525588989], [781.2384033203125, 212.0940704345703, 0.6200085878372192], [1087.89111328125, 469.37481689453125, 0.9940707087516785], [641.127685546875, 465.30474853515625, 0.9956220984458923], [1150.5606689453125, 758.9677124023438, 0.36727628111839294], [576.8713989257812, 757.6109619140625, 0.38226011395454407], [1055.255615234375, 724.754150390625, 0.006867640186101198], [633.0750732421875, 727.2225341796875, 0.004194038920104504], [987.4921875, 768.0, 0.0010153503390029073], [708.728271484375, 768.0, 0.0012077849823981524], [992.4326171875, 716.5105590820312, 0.0008777634357102215], [711.5255737304688, 740.0780639648438, 0.0007303821621462703], [919.2954711914062, 768.0, 0.0007037594332359731], [780.2079467773438, 768.0, 0.0006933133117854595]]",person 1
21,person,1,pose,0.9537530779838562,516,46,1217,756,"[[860.7457275390625, 211.19464111328125, 0.9989282488822937], [922.355712890625, 187.5096435546875, 0.9990109205245972], [836.6173706054688, 164.9009246826172, 0.9948468208312988], [984.4518432617188, 268.10986328125, 0.9785568118095398], [781.42041015625, 212.42271423339844, 0.6309184432029724], [1087.8875732421875, 469.24908447265625, 0.9938445091247559], [641.5140991210938, 464.77398681640625, 0.9956327080726624], [1149.69677734375, 759.2373046875, 0.351346492767334], [577.1802368164062, 757.9993286132812, 0.38142848014831543], [1053.5849609375, 722.962158203125, 0.00672549195587635], [635.9478149414062, 727.223876953125, 0.004200901370495558], [986.9807739257812, 768.0, 0.00101173366419971], [708.2223510742188, 768.0, 0.0012083229376003146], [991.4008178710938, 716.333984375, 0.0008682571351528168], [711.2715454101562, 739.6062622070312, 0.0007132611935958266], [918.8833618164062, 768.0, 0.0007224220898933709], [780.3821411132812, 768.0, 0.000696883478667587]]",person 1
22,person,1,pose,0.9536023378372193,516,46,1217,755,"[[861.3272705078125, 211.23736572265625, 0.9989697933197021], [923.0831298828125, 187.90065002441406, 0.9989643096923828], [836.6412963867188, 165.37110900878906, 0.9949796795845032], [985.3110961914062, 268.09735107421875, 0.9760382771492004], [781.1905517578125, 212.69517517089844, 0.631613552570343], [1087.94482421875, 469.5072937011719, 0.9935544729232788], [641.5286254882812, 465.1894836425781, 0.9954847097396851], [1149.2137451171875, 758.8580322265625, 0.3338102698326111], [577.2810668945312, 758.228515625, 0.35960426926612854], [1050.1861572265625, 720.630615234375, 0.006769055034965277], [638.0311279296875, 725.3253784179688, 0.004350111819803715], [986.3773803710938, 768.0, 0.000992126646451652], [707.5422973632812, 768.0, 0.0011871588649228215], [990.3394165039062, 715.4616088867188, 0.0008683378691785038], [710.4943237304688, 738.4176025390625, 0.0007140469970181584], [917.9857177734375, 768.0, 0.0007289976929314435], [779.90966796875, 768.0, 0.0007011984125711024]]",person 1
23,person,1,pose,0.9534858226776123,516,46,1217,755,"[[861.4613647460938, 210.9316864013672, 0.9989560842514038], [923.1589965820312, 187.5400848388672, 0.9989631175994873], [836.8193969726562, 165.03500366210938, 0.9948979020118713], [985.4569702148438, 268.22662353515625, 0.9762313961982727], [781.3389282226562, 212.8784637451172, 0.6243215799331665], [1088.3931884765625, 470.1799621582031, 0.9933252334594727], [641.8380737304688, 465.16510009765625, 0.9954875111579895], [1149.2489013671875, 759.1331787109375, 0.31418803334236145], [577.39892578125, 758.2658081054688, 0.3481587767601013], [1049.332763671875, 719.78125, 0.006753390189260244], [638.93408203125, 723.7578125, 0.004154566675424576], [986.775634765625, 768.0, 0.0009722349350340664], [707.7930908203125, 768.0, 0.001170848379842937], [990.9249267578125, 714.666259765625, 0.0008683218620717525], [710.914306640625, 737.2573852539062, 0.0007112346938811243], [918.8499145507812, 768.0, 0.0007393244886770844], [780.1739501953125, 768.0, 0.0007066408870741725]]",person 1
24,person,1,pose,0.9533520102500915,516,46,1218,755,"[[861.5512084960938, 209.50927734375, 0.9989569187164307], [923.1067504882812, 186.22860717773438, 0.9989891648292542], [837.0556640625, 164.0046844482422, 0.9949305653572083], [985.4765014648438, 267.97222900390625, 0.976989209651947], [781.814453125, 213.1480255126953, 0.6231444478034973], [1088.5914306640625, 470.8301696777344, 0.9932123422622681], [641.930419921875, 465.2867431640625, 0.9954444169998169], [1148.96044921875, 759.038818359375, 0.3080296814441681], [577.4080200195312, 757.9397583007812, 0.34757164120674133], [1049.3717041015625, 720.63671875, 0.006626001559197903], [638.6865844726562, 723.6324462890625, 0.004116355441510677], [987.0444946289062, 768.0, 0.000977441668510437], [707.9028930664062, 768.0, 0.0011780955828726292], [991.02099609375, 714.2841186523438, 0.0008702889899723232], [711.5529174804688, 736.656982421875, 0.0007115964544937015], [919.1181030273438, 768.0, 0.0007401429465971887], [780.9381713867188, 768.0, 0.0007053480949252844]]",person 1
25,person,1,pose,0.9532119035720825,517,46,1218,755,"[[861.4044189453125, 206.93878173828125, 0.9989895224571228], [922.9144287109375, 184.60137939453125, 0.9989979863166809], [836.9364624023438, 162.84164428710938, 0.9948170781135559], [985.7609252929688, 267.5037536621094, 0.9770957231521606], [782.0353393554688, 213.5640869140625, 0.604788064956665], [1088.4686279296875, 471.72979736328125, 0.9930734038352966], [642.4668579101562, 465.51104736328125, 0.9953946471214294], [1149.006103515625, 759.0345458984375, 0.2997360825538635], [577.3084716796875, 757.8353881835938, 0.34878671169281006], [1048.6429443359375, 720.4620971679688, 0.006424238905310631], [638.197509765625, 723.7236328125, 0.004107603337615728], [986.6323852539062, 768.0, 0.0009552644332870841], [707.6767578125, 768.0, 0.0011629454093053937], [990.0922241210938, 714.275146484375, 0.0008630602969788015], [711.1087646484375, 735.832275390625, 0.0007065152749419212], [918.1502075195312, 768.0, 0.0007350507075898349], [780.6358032226562, 768.0, 0.000695957278367132]]",person 1
26,person,1,pose,0.9531444430351257,517,46,1218,755,"[[861.62255859375, 206.53680419921875, 0.9989940524101257], [922.9254760742188, 184.1918182373047, 0.9990076422691345], [836.6962280273438, 162.69752502441406, 0.9949402809143066], [985.6234741210938, 267.23223876953125, 0.9772471189498901], [781.6524047851562, 214.023193359375, 0.6161952018737793], [1088.6126708984375, 471.6591796875, 0.993069589138031], [642.4390258789062, 465.9993591308594, 0.9953893423080444], [1149.41015625, 758.9232177734375, 0.30506905913352966], [577.6673583984375, 757.939697265625, 0.35408082604408264], [1049.363525390625, 720.8657836914062, 0.006468728184700012], [639.1022338867188, 724.3349609375, 0.004119267221540213], [987.2410278320312, 768.0, 0.000948844535741955], [708.241455078125, 768.0, 0.0011595063842833042], [991.0074462890625, 714.7838134765625, 0.0008669125963933766], [711.834228515625, 736.6082763671875, 0.0007119796355254948], [919.0315551757812, 768.0, 0.0007265896419994533], [781.5550537109375, 768.0, 0.0006892025703564286]]",person 1
27,person,1,pose,0.9531203269958496,517,46,1218,756,"[[861.2820434570312, 206.76272583007812, 0.9989656209945679], [922.57568359375, 184.252685546875, 0.9990054965019226], [836.7347412109375, 162.82728576660156, 0.9948524832725525], [985.4406127929688, 267.178466796875, 0.9781282544136047], [781.9990234375, 213.99267578125, 0.6144874691963196], [1089.1258544921875, 471.6624450683594, 0.9930972456932068], [642.4680786132812, 465.7063903808594, 0.9954600930213928], [1149.4208984375, 759.4347534179688, 0.3043763339519501], [577.6930541992188, 758.1592407226562, 0.3589162230491638], [1048.5438232421875, 720.6322021484375, 0.006547094322741032], [639.30517578125, 724.8536987304688, 0.004161575809121132], [987.6378784179688, 768.0, 0.0009367200545966625], [708.4901733398438, 768.0, 0.001140613341704011], [991.5538330078125, 715.2164916992188, 0.0008500401163473725], [711.97265625, 737.0428466796875, 0.0006891759112477303], [919.7107543945312, 768.0, 0.0007357761496677995], [781.6375122070312, 768.0, 0.0006895727710798383]]",person 1
