frame_idx,track_id,face_detected,face_conf,face_x1,face_y1,face_x2,face_y2
91,2,True,0.8711053133010864,713,103,975,365
92,1,True,0.8765633821487426,477,286,713,522
92,2,True,0.8695630073547364,714,104,974,365
93,1,True,0.8825957417488098,477,287,714,524
93,2,True,0.8682616353034973,715,107,973,366
94,1,True,0.8882838964462281,480,291,714,525
94,2,True,0.8681052684783935,717,110,973,366
95,1,True,0.8918954014778138,481,295,714,528
95,2,True,0.8690707802772522,719,113,973,367
96,1,True,0.8984500885009765,481,297,714,530
96,2,True,0.8691810369491577,719,114,973,367
97,1,True,0.9001127481460571,481,297,714,530
97,2,True,0.8694456815719604,719,113,974,368
98,1,True,0.9025816917419434,481,298,713,530
98,2,True,0.869756817817688,718,111,975,368
99,1,True,0.9032253861427307,479,295,714,530
99,2,True,0.8706040620803833,717,110,975,368
100,1,True,0.9016654849052429,478,292,715,529
100,2,True,0.8679379940032959,716,109,975,368
101,1,True,0.8977481007575989,476,289,715,528
101,2,True,0.8652459263801575,715,108,975,368
102,1,True,0.8919319868087768,474,285,717,527
102,2,True,0.8638139605522156,715,108,975,368
103,1,True,0.8855820178985596,473,283,717,527
103,2,True,0.8623869299888611,714,107,975,368
104,1,True,0.8810661911964417,473,282,718,527
104,2,True,0.859928297996521,714,106,976,368
105,1,True,0.8788453459739685,473,282,718,527
105,2,True,0.8619599938392639,715,107,977,369
106,1,True,0.8766663074493408,474,280,720,527
106,2,True,0.8630712032318115,716,107,978,369
107,1,True,0.8757588386535644,476,280,722,526
107,2,True,0.8626865863800048,717,108,979,370
108,1,True,0.8772824883460999,477,280,723,526
108,2,True,0.8639831185340882,719,110,979,370
109,1,True,0.8747058868408203,475,278,724,527
109,2,True,0.8637096285820007,721,110,980,369
110,1,True,0.8713795065879821,473,275,726,529
110,2,True,0.8631480574607849,721,109,981,369
111,1,True,0.8654405832290649,470,271,729,530
111,2,True,0.8625533103942871,722,108,983,369
112,1,True,0.8598974466323852,466,266,732,531
112,2,True,0.8640273094177247,722,108,984,370
113,1,True,0.8549620389938355,463,261,735,532
113,2,True,0.8658000111579895,722,107,985,371
114,1,True,0.8505863189697266,462,260,735,532
114,2,True,0.8704474449157715,722,109,985,372
115,1,True,0.8377447366714478,461,258,733,530
115,2,True,0.8748661398887634,723,111,984,372
116,1,True,0.8232838273048401,459,258,730,529
116,2,True,0.878455650806427,723,112,983,372
117,1,True,0.8183385133743286,460,262,726,528
117,2,True,0.8787672638893127,722,112,982,371
118,1,True,0.816251027584076,466,271,723,527
118,2,True,0.8771989345550537,723,112,981,370
119,1,True,0.8197865605354309,471,275,720,525
119,2,True,0.8777451157569885,724,112,981,369
120,1,True,0.8258854389190674,475,280,718,523
120,2,True,0.877316677570343,725,112,981,368
121,1,True,0.8329089045524597,480,286,715,521
121,2,True,0.8790645360946655,729,114,982,367
122,1,True,0.8311383962631226,482,287,714,519
122,2,True,0.8777762651443481,730,114,982,365
123,1,True,0.8230248093605042,479,281,715,517
123,2,True,0.8747010231018066,732,114,982,364
124,1,True,0.8148771524429321,476,276,717,518
124,2,True,0.8675984025001526,733,114,983,363
125,1,True,0.8190068006515503,476,274,721,519
125,2,True,0.8625755071640014,733,113,983,363
126,1,True,0.8327306032180786,476,273,724,522
126,2,True,0.8572017192840576,732,112,983,363
127,1,True,0.8490702748298645,478,274,728,524
127,2,True,0.8569623112678528,733,113,984,363
128,1,True,0.8691528916358948,482,277,731,525
128,2,True,0.8601600170135498,734,114,983,364
129,1,True,0.8858099818229676,487,280,733,527
129,2,True,0.8635431051254272,735,116,983,364
130,1,True,0.8975605249404908,490,282,736,528
130,2,True,0.8632094025611877,736,117,982,364
131,1,True,0.9024611234664917,492,280,739,527
131,2,True,0.860847020149231,737,118,983,363
132,1,True,0.9034994721412659,493,278,741,526
132,2,True,0.8547826051712036,737,116,984,364
133,1,True,0.9025403022766113,492,277,741,526
133,2,True,0.8473842024803162,736,114,985,364
134,1,True,0.9007099151611329,492,276,741,525
134,2,True,0.8379693031311035,735,111,987,364
135,1,True,0.8957756757736206,491,277,739,525
135,2,True,0.8286766767501831,734,109,989,364
136,1,True,0.8924048900604248,491,278,738,525
136,2,True,0.8226483821868896,733,107,990,364
137,1,True,0.8908695101737976,491,280,736,525
137,2,True,0.8192134261131286,732,106,991,365
138,1,True,0.8902149796485901,492,282,735,525
138,2,True,0.8197361469268799,732,106,991,365
139,1,True,0.889017716050148,492,283,735,526
139,2,True,0.8194823563098907,732,106,992,366
140,1,True,0.8904090722401937,493,284,735,526
140,2,True,0.8225974440574646,732,107,991,366
